"","NR_Name","NR_ID","sex","generation","father","mother","foster","gestational_diet","nursing_diet","weanling_diet","majority_diet","overall_diet","birth_date","death_date","litter_size","litter_order","notes","rbg100","rbg120","rbg140","rbg200","rbg300"
"1050","T1905M",2049,"M",14,"T1402M","T1585F",NA,"Rod","Rod","Rod","Rod","Rod",2022-04-15,2022-11-22,5,1,NA,4,24,24,28,32
"1051","T1906F",2050,"F",14,"T1402M","T1585F",NA,"Rod","Rod","Rod","Rod","Rod",2022-04-15,2022-09-15,5,1,NA,4,16,16,16,NA
"1052","T1907F",2051,"F",14,"T1402M","T1585F",NA,"Rod","Rod","Rod","Rod","Rod",2022-04-15,2022-09-01,5,1,NA,4,16,16,20,20
"1053","T1908F",2052,"F",14,"T1402M","T1585F",NA,"Rod","Rod","Rod","Rod","Rod",2022-04-15,2022-09-16,5,1,NA,4,NA,NA,NA,NA
"1054","T1909M",1886,"M",13,"T1386M","T1440F",NA,"Rab","Rab","Rab","Rab","Rab",2022-04-23,2023-01-13,4,4,NA,NA,NA,NA,NA,NA
"1055","T190M",352,"M",2,"T53M","T60F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-15,2016-12-05,4,1,"onset at 20wks",8,8,8,12,16
"1056","T1910F",1887,"F",13,"T1386M","T1440F",NA,"Rab","Rab","Rod","Rod","Rod",2022-04-23,2023-02-03,4,4,NA,8,12,36,NA,NA
"1057","T1911F",1888,"F",13,"T1386M","T1440F",NA,"Rab","Rab","Rod","Rod","Rod",2022-04-23,2023-05-08,4,4,NA,32,36,36,NA,NA
"1058","T1912F",1889,"F",13,"T1386M","T1440F",NA,"Rab","Rab","Rod","Rod","Rod",2022-04-23,2023-02-04,4,4,NA,8,NA,NA,NA,NA
"1059","T1913M",2143,"M",15,"T1539M","T1477F",NA,"Rab","Rab","Rod","Rod","Rod",2022-04-26,2022-10-13,4,2,NA,8,8,8,12,12
"1060","T1914M",2144,"M",15,"T1539M","T1477F",NA,"Rab","Rab","Rod","Rod","Rod",2022-04-26,2022-12-05,4,2,NA,8,20,20,20,20
"1061","T1915M",2145,"M",15,"T1539M","T1477F",NA,"Rab","Rab","Rod","Rod","Rod",2022-04-26,2022-06-22,4,2,NA,8,8,8,8,8
"1062","T1916F",2146,"F",15,"T1539M","T1477F",NA,"Rab","Rab","Rod","Rod","Rod",2022-04-26,2022-10-17,4,2,NA,24,NA,NA,NA,NA
"1063","T1917M",2053,"M",14,"T1404M","T1529F",NA,"Rod","Rod","Rod","Rod","Rod",2022-05-01,2022-11-22,2,4,NA,4,20,20,20,28
"1064","T1918F",2054,"F",14,"T1404M","T1529F",NA,"Rod","Rod","Rod","Rod","Rod",2022-05-01,2023-02-17,2,4,NA,4,NA,NA,NA,NA
"1065","T1919M",1890,"M",13,"T1678M","T1547F",NA,"Rab","Rab","Rod","Rod","Rod",2022-05-10,2023-03-30,5,2,NA,28,32,NA,NA,NA
"1066","T191M",355,"M",2,"T35M","T68F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-16,2016-08-17,6,1,"onset at 16wks",8,8,8,16,16
"1067","T1920F",1891,"F",13,"T1678M","T1547F",NA,"Rab","Rab","Rod","Rod","Rod",2022-05-10,2023-03-03,5,2,NA,8,NA,NA,NA,NA
"1068","T1921F",1892,"F",13,"T1678M","T1547F",NA,"Rab","Rab","Rod","Rod","Rod",2022-05-10,2023-05-22,5,2,NA,8,24,NA,NA,NA
"1069","T1922F",1893,"F",13,"T1678M","T1547F",NA,"Rab","Rab","Rod","Rod","Rod",2022-05-10,2023-04-25,5,2,NA,16,NA,NA,NA,NA
"1070","T1923F",1894,"F",13,"T1678M","T1547F",NA,"Rab","Rab","Rod","Rod","Rod",2022-05-10,2023-03-03,5,2,NA,8,16,NA,NA,NA
"1071","T1924M",1895,"M",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-05-21,2022-10-13,5,1,NA,20,NA,NA,NA,NA
"1072","T1925M",1896,"M",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-05-21,2022-12-01,5,1,NA,8,12,12,12,24
"1073","T1926F",1897,"F",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-05-21,2023-04-28,5,1,"2nd gen female of 1162F",NA,NA,NA,NA,NA
"1074","T1927F",1898,"F",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-05-21,2023-04-28,5,1,"2nd gen female of 1162F",8,8,NA,NA,NA
"1075","T1928F",1899,"F",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-05-21,2023-04-21,5,1,"2nd gen female of 1162F",8,24,24,NA,NA
"1076","T1929M",1900,"M",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-07-01,2023-04-21,4,2,NA,36,36,36,NA,NA
"1077","T192M",356,"M",2,"T35M","T68F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-16,2016-06-05,6,1,"onset at 8wks, possibly earlier?",8,8,8,8,8
"1078","T1930M",1901,"M",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-07-01,2023-04-28,4,2,NA,8,8,NA,NA,NA
"1079","T1931F",1902,"F",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-07-01,2023-04-28,4,2,NA,12,36,36,36,NA
"1080","T1932F",1903,"F",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-07-01,2023-07-14,4,2,NA,8,32,36,36,NA
"1081","T1933M",1904,"M",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-07-27,2023-06-16,3,3,NA,8,24,24,24,NA
"1082","T1934F",1905,"F",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-07-27,2023-05-26,3,3,NA,8,NA,NA,NA,NA
"1083","T1935F",1906,"F",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-07-27,2023-05-03,3,3,NA,24,24,32,NA,NA
"1084","T1936M",1907,"M",13,"T1652M","T1627F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-11,2023-06-16,6,1,NA,12,NA,NA,NA,NA
"1085","T1937M",1908,"M",13,"T1652M","T1627F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-11,2023-06-16,6,1,NA,12,40,40,40,NA
"1086","T1938M",1909,"M",13,"T1652M","T1627F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-11,2023-06-16,6,1,NA,8,24,NA,NA,NA
"1087","T1939F",1910,"F",13,"T1652M","T1627F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-11,2023-06-25,6,1,NA,8,28,NA,NA,NA
"1088","T193F",357,"F",2,"T35M","T68F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-16,2017-03-21,6,1,"onset at 24wks",20,20,20,20,24
"1089","T1940F",1911,"F",13,"T1652M","T1627F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-11,2023-05-26,6,1,NA,24,24,NA,NA,NA
"1090","T1941F",1912,"F",13,"T1652M","T1627F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-11,2023-02-02,6,1,NA,8,8,NA,NA,NA
"1091","T1942M",1913,"M",13,"T1678M","T1629F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-16,2023-06-19,6,1,NA,24,28,28,NA,NA
"1092","T1943M",1914,"M",13,"T1678M","T1629F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-16,2023-03-07,6,1,NA,28,32,NA,NA,NA
"1093","T1944M",1915,"M",13,"T1678M","T1629F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-16,2023-06-19,6,1,NA,NA,NA,NA,NA,NA
"1094","T1945F",1916,"F",13,"T1678M","T1629F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-16,2023-06-11,6,1,NA,28,NA,NA,NA,NA
"1095","T1946F",1917,"F",13,"T1678M","T1629F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-16,2023-06-12,6,1,NA,28,28,28,NA,NA
"1096","T1947F",1918,"F",13,"T1678M","T1629F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-16,2023-06-11,6,1,NA,16,20,NA,NA,NA
"1097","T1948F",1919,"F",13,"T1757M","T1688F",NA,"Rod","Rod","Rab","Rab","Rab",2022-08-18,2022-11-21,1,1,NA,NA,NA,NA,NA,NA
"1098","T1949M",1920,"M",13,"T1734M","T1687F",NA,"Rod","Rod","Rab","Rab","Rab",2022-08-18,2022-11-29,5,1,NA,NA,NA,NA,NA,NA
"1099","T194F",358,"F",2,"T35M","T68F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-16,2017-01-03,6,1,"onset at 32wks",8,20,20,20,32
"1100","T1950M",1921,"M",13,"T1734M","T1687F",NA,"Rod","Rod","Rab","Rab","Rab",2022-08-18,2023-05-10,5,1,NA,NA,NA,NA,NA,NA
"1101","T1951F",1922,"F",13,"T1734M","T1687F",NA,"Rod","Rod","Rab","Rab","Rab",2022-08-18,2023-05-10,5,1,NA,NA,NA,NA,NA,NA
"1102","T1952F",1923,"F",13,"T1734M","T1687F",NA,"Rod","Rod","Rab","Rab","Rab",2022-08-18,2023-05-10,5,1,NA,NA,NA,NA,NA,NA
"1103","T1953F",1924,"F",13,"T1734M","T1687F",NA,"Rod","Rod","Rab","Rab","Rab",2022-08-18,2023-07-14,5,1,NA,NA,NA,NA,NA,NA
"1104","T1954M",1925,"M",13,"T1698M","T1697F",NA,"Rod","Rod","Rab","Rab","Rab",2022-08-19,2023-07-14,5,1,"T1682M (supposed father) is a female, inbred",NA,NA,NA,NA,NA
"1105","T1955M",1926,"M",13,"T1698M","T1697F",NA,"Rod","Rod","Rab","Rab","Rab",2022-08-19,2023-05-26,5,1,"T1682M (supposed father) is a female, inbred",NA,NA,NA,NA,NA
"1106","T1956F",1927,"F",13,"T1698M","T1697F",NA,"Rod","Rod","Rab","Rab","Rab",2022-08-19,2023-07-14,5,1,"T1682M (supposed father) is a female, inbred",NA,NA,NA,NA,NA
"1107","T1957F",1928,"F",13,"T1698M","T1697F",NA,"Rod","Rod","Rab","Rab","Rab",2022-08-19,2023-05-10,5,1,"T1682M (supposed father) is a female, inbred",NA,NA,NA,NA,NA
"1108","T1958F",1929,"F",13,"T1698M","T1697F",NA,"Rod","Rod","Rab","Rab","Rab",2022-08-19,2023-07-14,5,1,"T1682M (supposed father) is a female, inbred",NA,NA,NA,NA,NA
"1109","T1959F",1930,"F",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-22,2023-06-12,5,4,NA,8,8,NA,NA,NA
"1110","T195F",359,"F",2,"T35M","T68F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-16,2017-03-21,6,1,"onset at 24wks",8,24,24,24,24
"1111","T1960F",1931,"F",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-22,2023-06-12,5,4,NA,24,28,28,NA,NA
"1112","T1961F",1932,"F",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-22,2023-06-11,5,4,NA,24,28,32,NA,NA
"1113","T1962M",1933,"M",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-22,2023-07-14,5,4,NA,36,40,40,NA,NA
"1114","T1963M",1934,"M",13,"T1538M","T1654F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-22,2023-07-14,5,4,NA,32,32,40,NA,NA
"1115","T1964F",1935,"F",13,"T1679M","T1630F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-22,2023-02-06,5,2,NA,8,NA,NA,NA,NA
"1116","T1965F",1936,"F",13,"T1679M","T1630F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-22,2023-03-07,5,2,NA,8,28,28,NA,NA
"1117","T1966M",1937,"M",13,"T1679M","T1630F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-22,2022-11-22,5,2,NA,8,8,8,8,8
"1118","T1967M",1938,"M",13,"T1679M","T1630F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-22,2023-06-19,5,2,NA,8,12,24,40,40
"1119","T1968M",1939,"M",13,"T1679M","T1630F",NA,"Rab","Rab","Rod","Rod","Rod",2022-08-22,2022-12-12,5,2,NA,8,NA,NA,NA,NA
"1120","T1969F",1943,"F",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-09-05,2023-06-13,6,2,NA,28,28,28,32,40
"1121","T196F",360,"F",2,"T35M","T68F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-16,2017-03-21,6,1,"onset at 32wks",16,16,24,32,32
"1122","T1970F",1944,"F",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-09-05,2023-06-19,6,2,NA,28,32,32,36,NA
"1123","T1971F",1945,"F",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-09-05,2023-06-19,6,2,NA,28,28,28,40,40
"1124","T1972M",1946,"M",13,"T1653M","T1628F",NA,"Rab","Rab","Rod","Rod","Rod",2022-09-07,2023-07-14,3,2,NA,36,36,36,36,NA
"1125","T1973M",1947,"M",13,"T1653M","T1628F",NA,"Rab","Rab","Rod","Rod","Rod",2022-09-07,2022-12-05,3,2,NA,NA,NA,NA,NA,NA
"1126","T1974F",1948,"F",13,"T1653M","T1628F",NA,"Rab","Rab","Rod","Rod","Rod",2022-09-07,2023-07-17,3,2,NA,36,36,NA,NA,NA
"1127","T1975M",1940,"M",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-09-05,2023-07-17,6,2,NA,8,8,8,8,NA
"1128","T1976M",1941,"M",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-09-05,2023-07-14,6,2,NA,8,8,NA,NA,NA
"1129","T1977M",1942,"M",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-09-05,2023-07-17,6,2,NA,8,8,8,NA,NA
"1130","T1978F",1949,"F",13,"T1653M","T1628F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-02,2023-08-07,3,3,"mistakenly pregnant by brothers",24,24,24,24,NA
"1131","T1979M",1950,"M",13,"T1653M","T1628F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-02,2023-08-07,3,3,NA,8,32,32,40,NA
"1132","T197M",361,"M",2,"T57M","T56F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-16,2016-06-25,8,1,"onset at 16wks",8,8,8,16,16
"1133","T1980M",1951,"M",13,"T1653M","T1628F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-02,2023-08-07,3,3,NA,12,36,36,36,NA
"1134","T1981M",1952,"M",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-02,2023-08-07,5,3,NA,24,NA,NA,NA,NA
"1135","T1982M",1953,"M",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-02,2023-08-07,5,3,NA,8,24,24,40,NA
"1136","T1983F",1954,"F",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-02,2023-08-07,5,3,NA,8,28,28,40,NA
"1137","T1984F",1955,"F",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-02,2023-08-07,5,3,NA,8,28,40,40,NA
"1138","T1985F",1956,"F",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-02,2023-08-07,5,3,NA,8,24,24,NA,NA
"1139","T1986M",1957,"M",13,"T1796M","T1756F",NA,"Rod","Rod","Rab","Rab","Rab",2022-10-22,2023-05-10,3,1,"aggressive when mating",4,NA,NA,NA,NA
"1140","T1987M",1958,"M",13,"T1796M","T1756F",NA,"Rod","Rod","Rab","Rab","Rab",2022-10-22,2023-08-31,3,1,"Can eu",4,NA,NA,NA,NA
"1141","T1988F",1959,"F",13,"T1796M","T1756F",NA,"Rod","Rod","Rab","Rab","Rab",2022-10-22,2023-09-11,3,1,"Can eu",NA,NA,NA,NA,NA
"1142","T1989M",1960,"M",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-28,2023-05-23,6,4,"45069",NA,NA,NA,NA,NA
"1143","T198M",362,"M",2,"T57M","T56F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-16,2016-07-22,8,1,"onset at 24wks",16,16,16,16,24
"1144","T1990M",1961,"M",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-28,2023-05-23,6,4,"45069",NA,NA,NA,NA,NA
"1145","T1991M",1962,"M",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-28,2023-05-23,6,4,"45069",NA,NA,NA,NA,NA
"1146","T1992F",1963,"F",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-28,2023-06-01,6,4,"45078",NA,NA,NA,NA,NA
"1147","T1993F",1964,"F",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-28,2023-06-01,6,4,"45078",NA,NA,NA,NA,NA
"1148","T1994F",1965,"F",13,"T1633M","T1655F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-28,2023-06-01,6,4,"45078",NA,NA,NA,NA,NA
"1149","T1995M",1966,"M",13,"T1653M","T1628F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-29,2023-10-25,2,4,"n",NA,NA,NA,NA,NA
"1150","T1996M",1967,"M",13,"T1653M","T1628F",NA,"Rab","Rab","Rod","Rod","Rod",2022-10-29,2023-10-25,2,4,"n",NA,NA,NA,NA,NA
"1151","T1997M",2147,"M",15,"T1845M","T1895F",NA,"Rod","Rod","Rab","Rab","Rab",2023-01-24,2023-08-17,7,1,"Mark MU",NA,NA,NA,NA,NA
"1152","T1998M",2148,"M",15,"T1845M","T1895F",NA,"Rod","Rod","Rab","Rab","Rab",2023-01-24,2023-11-02,7,1,"keep",NA,NA,NA,NA,NA
"1153","T1999F",2149,"F",15,"T1845M","T1895F",NA,"Rod","Rod","Rab","Rab","Rab",2023-01-24,2023-05-10,7,1,"45056",NA,NA,NA,NA,NA
"1154","T199F",363,"F",2,"T57M","T56F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-16,2016-08-05,8,1,"onset at 40wks",24,28,28,36,40
"1155","T19F",177,"F",1,"1888M","5364F",NA,"Rab","Rab","Rab","Rab","Rab",2015-04-23,2015-12-02,5,1,NA,NA,NA,NA,NA,NA
"1156","T1M",160,"M",1,"1888M","1845F",NA,"Rod","Rod","Rod","Rod","Rod",2015-04-16,2015-11-18,5,1,"at 300mg/dl at 32wks; heaviest at 12wks (first wt collected)",28,28,28,28,32
"1157","T2000F",2150,"F",15,"T1845M","T1895F",NA,"Rod","Rod","Rab","Rab","Rab",2023-01-24,2023-12-07,7,1,"keep",NA,NA,NA,NA,NA
"1158","T2001F",2151,"F",15,"T1845M","T1895F",NA,"Rod","Rod","Rab","Rab","Rab",2023-01-24,2023-05-10,7,1,"45056",NA,NA,NA,NA,NA
"1159","T2002F",2152,"F",15,"T1845M","T1895F",NA,"Rod","Rod","Rab","Rab","Rab",2023-01-24,2023-11-28,7,1,"Keep",NA,NA,NA,NA,NA
"1160","T2003F",2153,"F",15,"T1845M","T1895F",NA,"Rod","Rod","Rab","Rab","Mix",2023-01-24,2023-11-02,7,1,"Keep; change to Rod 08/25/23",NA,NA,NA,NA,NA
"1161","T2004F",2055,"F",14,"T1938M","T1887F",NA,"Rod","Rod","Rab","Rab","Rab",2023-02-05,2023-09-11,4,1,"keep",4,NA,NA,NA,NA
"1162","T2005M",2056,"M",14,"T1938M","T1887F",NA,"Rod","Rod","Rab","Rab","Rab",2023-02-05,2023-05-10,4,1,"45056",4,NA,NA,NA,NA
"1163","T2006M",2057,"M",14,"T1938M","T1887F",NA,"Rod","Rod","Rab","Rab","Rab",2023-02-05,2023-08-31,4,1,"keep",4,NA,NA,NA,NA
"1164","T2007M",2058,"M",14,"T1938M","T1887F",NA,"Rod","Rod","Rab","Rab","Rab",2023-02-05,2023-05-10,4,1,"45056",4,NA,NA,NA,NA
"1165","T2008M",1968,"M",13,"T1943M","T1880F",NA,"Rod","Rod","Rab","Rab","Rab",2023-02-27,2023-11-28,3,1,"keep; not found on 12/7/23",NA,NA,NA,NA,NA
"1166","T2009F",1969,"F",13,"T1943M","T1880F",NA,"Rod","Rod","Rab","Rab","Rab",2023-02-27,2023-12-07,3,1,"keep",NA,NA,NA,NA,NA
"1167","T200F",364,"F",2,"T57M","T56F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-16,2016-04-29,8,1,"onset >32wks",28,28,NA,NA,NA
"1168","T2010F",1970,"F",13,"T1943M","T1880F",NA,"Rod","Rod","Rab","Rab","Rab",2023-02-27,2023-12-07,3,1,"keep",NA,NA,NA,NA,NA
"1169","T2011M",1971,"M",13,"T1942M","T1884F",NA,"Rod","Rod","Rab","Rab","Rab",2023-02-27,2023-11-02,5,1,"keep",NA,NA,NA,NA,NA
"1170","T2012M",1972,"M",13,"T1942M","T1884F",NA,"Rod","Rod","Rab","Rab","Rab",2023-02-27,2023-11-02,5,1,"keep",NA,NA,NA,NA,NA
"1171","T2013M",1973,"M",13,"T1942M","T1884F",NA,"Rod","Rod","Rab","Rab","Rab",2023-02-27,2023-08-17,5,1,"Mark MU",NA,NA,NA,NA,NA
"1172","T2014M",1974,"M",13,"T1942M","T1884F",NA,"Rod","Rod","Rab","Rab","Rab",2023-02-27,2023-10-05,5,1,"Can eu",NA,NA,NA,NA,NA
"1173","T2015F",1975,"F",13,"T1942M","T1884F",NA,"Rod","Rod","Rab","Rab","Rab",2023-02-27,2023-12-07,5,1,"keep",NA,NA,NA,NA,NA
"1174","T2016M",1976,"M",13,"T1930M","T1881F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-04,2023-11-02,2,1,"keep",4,NA,NA,NA,NA
"1175","T2017F",1977,"F",13,"T1930M","T1881F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-04,2023-12-13,2,1,"collected plasma after euthanizing the rat",NA,NA,NA,NA,NA
"1176","T2018M",2059,"M",14,"G14T1857M","T1952F",NA,"Rab","Rab","Rod","Rod","Rod",2023-03-05,2023-12-20,4,1,"For Peng - Rod Not diab 40wks; liver and salivary glands for Omer",8,32,NA,NA,NA
"1177","T2019F",2060,"F",14,"G14T1857M","T1952F",NA,"Rab","Rab","Rod","Rod","Rod",2023-03-05,2023-12-13,4,1,"collected plasma after euthanizing the rat; was mistakenly sexed as male",8,NA,NA,NA,NA
"1178","T201F",365,"F",2,"T57M","T56F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-16,2016-04-29,8,1,"onset >32wks probably 36wks",28,28,28,28,NA
"1179","T2020M",2061,"M",14,"G14T1857M","T1952F",NA,"Rab","Rab","Rod","Rod","Rod",2023-03-05,2023-12-20,4,1,"For Peng - Rod Diab 40wks",8,8,8,40,40
"1180","T2021M",2062,"M",14,"G14T1857M","T1952F",NA,"Rab","Rab","Rod","Rod","Rod",2023-03-05,2023-06-25,4,1,"missing",8,8,NA,NA,NA
"1181","T2022F",2063,"F",14,"T1919M","T1926F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-08,2023-12-13,4,2,"collected plasma after euthanizing the rat",NA,NA,NA,NA,NA
"1182","T2023M",2064,"M",14,"T1919M","T1926F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-08,2023-11-02,4,2,"can eu",NA,NA,NA,NA,NA
"1183","T2024M",2065,"M",14,"T1919M","T1926F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-08,2023-08-17,4,2,"Mark MU",NA,NA,NA,NA,NA
"1184","T2025M",2066,"M",14,"T1919M","T1926F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-08,2023-12-20,4,2,"For Peng - Rab 40wks",NA,NA,NA,NA,NA
"1185","T2026M",2067,"M",14,"T1929M","T1921F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-24,2023-10-05,2,1,"can eu",4,NA,NA,NA,NA
"1186","T2027F",2068,"F",14,"T1929M","T1921F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-24,2023-12-13,2,1,"collected plasma after euthanizing the rat",NA,NA,NA,NA,NA
"1187","T2028M",2069,"M",14,"T1919M","T1928F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-24,2023-09-07,5,1,"can eu",4,NA,NA,NA,NA
"1188","T2029M",2070,"M",14,"T1919M","T1928F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-24,2023-09-07,5,1,"can eu",NA,NA,NA,NA,NA
"1189","T202F",366,"F",2,"T57M","T56F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-16,2016-04-29,8,1,"onset >32wks",28,28,28,28,NA
"1190","T2030M",2071,"M",14,"T1919M","T1928F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-24,2023-12-20,5,1,"For Peng - Rab 40wks",4,NA,NA,NA,NA
"1191","T2031F",2072,"F",14,"T1919M","T1928F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-24,2023-12-19,5,1,"Harvested plasma and tissue (test)",4,NA,NA,NA,NA
"1192","T2032F",2073,"F",14,"T1919M","T1928F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-24,2024-02-02,5,1,"Euthanize after weaning 01/28/24",4,NA,NA,NA,NA
"1193","T2033M",2074,"M",14,"T1987M","T1953F",NA,"Rab","Rab","Rod","Rod","Rod",2023-03-25,2023-09-18,6,1,"n",20,20,NA,NA,NA
"1194","T2034M",2075,"M",14,"T1987M","T1953F",NA,"Rab","Rab","Rod","Rod","Rod",2023-03-25,2024-01-08,6,1,"Backup Prediab 40wks",32,36,36,40,NA
"1195","T2035M",2076,"M",14,"T1987M","T1953F",NA,"Rab","Rab","Rod","Rod","Rod",2023-03-25,2024-01-08,6,1,"For Peng - Rod Not diab 40wks; liver and salivary glands for Omer",NA,NA,NA,NA,NA
"1196","T2036M",2077,"M",14,"T1987M","T1953F",NA,"Rab","Rab","Rod","Rod","Rod",2023-03-25,2024-01-08,6,1,"Backup Rod Prediab 40wks",32,36,36,40,NA
"1197","T2037F",2078,"F",14,"T1987M","T1953F",NA,"Rab","Rab","Rod","Rod","Rod",2023-03-25,2024-01-08,6,1,"Backup - Prediab 40wks female",20,32,NA,NA,NA
"1198","T2038F",2079,"F",14,"T1987M","T1953F",NA,"Rab","Rab","Rod","Rod","Rod",2023-03-25,2024-01-12,6,1,"Backup -Notdiab 40wks female",4,NA,NA,NA,NA
"1199","T2039M",2080,"M",14,"T1962M","T1922F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-28,2023-12-21,2,1,"Bad breeder; tissues and plasma collected",4,4,4,NA,NA
"1200","T203F",367,"F",2,"T57M","T56F",NA,"Rod","Rod","Rod","Rod","Rod",2015-09-16,2016-08-17,8,1,"onset at 36wks",24,28,28,32,36
"1201","T2040M",2081,"M",14,"T1962M","T1922F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-28,2023-04-25,2,1,"45041",NA,NA,NA,NA,NA
"1202","T2041M",2082,"M",14,"T1942M","T1931F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-28,2023-12-23,3,1,"Bad breeder; no samples collected",4,NA,NA,NA,NA
"1203","T2042M",2083,"M",14,"T1942M","T1931F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-28,2023-12-21,3,1,"Bad breeder; tissues and plasma collected",4,4,NA,NA,NA
"1204","T2043M",2084,"M",14,"T1942M","T1931F",NA,"Rod","Rod","Rab","Rab","Rab",2023-03-28,2023-12-23,3,1,"Bad breeder; no samples collected",4,NA,NA,NA,NA
